,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
234,Fairview,49.26428322937534,-123.12892679676061,Semperviva Yoga,49.2705871332524,-123.13173058358873,Yoga Studio
235,Fairview,49.26428322937534,-123.12892679676061,Trees Organic,49.26346734810019,-123.1407979130745,Coffee Shop
236,Fairview,49.26428322937534,-123.12892679676061,Sen Pad Thai,49.27183287927539,-123.13551358190338,Thai Restaurant
237,Fairview,49.26428322937534,-123.12892679676061,NetLoft,49.2717812613079,-123.13557230196473,Arts & Crafts Store
238,Fairview,49.26428322937534,-123.12892679676061,Marble Slab Creamery,49.26328527130964,-123.11634224665607,Ice Cream Shop
239,Fairview,49.26428322937534,-123.12892679676061,The University Women's Club of Vancouver at Hycroft,49.257311733982625,-123.1366391800151,Historic Site
240,Fairview,49.26428322937534,-123.12892679676061,Sushi Dragon,49.263099771039634,-123.11820566654205,Japanese Restaurant
241,Grandview-Woodland,49.2752773612245,-123.06762311865063,The Downlow Chicken Shack,49.276319472211284,-123.06965126630708,Fried Chicken Joint
242,Grandview-Woodland,49.2752773612245,-123.06762311865063,Via Tevere,49.2738535806043,-123.0656016660482,Pizza Place
243,Grandview-Woodland,49.2752773612245,-123.06762311865063,Biercraft Tap And Tapas,49.273928020601524,-123.06969766764506,Tapas Restaurant
244,Grandview-Woodland,49.2752773612245,-123.06762311865063,Kin Kao,49.2764021105725,-123.0696330026042,Thai Restaurant
245,Grandview-Woodland,49.2752773612245,-123.06762311865063,The Cultch,49.27670995261058,-123.06592209711177,Theater
246,Grandview-Woodland,49.2752773612245,-123.06762311865063,Havana,49.2736852934453,-123.06948003021795,Cuban Restaurant
247,Grandview-Woodland,49.2752773612245,-123.06762311865063,Grandview Park,49.27348782226023,-123.07022797161501,Park
248,Grandview-Woodland,49.2752773612245,-123.06762311865063,Sula Indian Restaurant,49.27445799803321,-123.06949410108248,Indian Restaurant
249,Grandview-Woodland,49.2752773612245,-123.06762311865063,Absinthe Bistro,49.27338541953661,-123.06961379683436,French Restaurant
250,Grandview-Woodland,49.2752773612245,-123.06762311865063,Fets Whisky Kitchen,49.27354614998026,-123.06940781262395,Cajun / Creole Restaurant
251,Grandview-Woodland,49.2752773612245,-123.06762311865063,East Vancouver Brewing Co.,49.27686237480922,-123.07111207238309,Brewery
252,Grandview-Woodland,49.2752773612245,-123.06762311865063,Sunrise Pizza & Steak House,49.2758992346515,-123.06958437056261,Pizza Place
253,Grandview-Woodland,49.2752773612245,-123.06762311865063,Sweet Cherubim,49.27463695825924,-123.06954129593325,Grocery Store
254,Grandview-Woodland,49.2752773612245,-123.06762311865063,Ginger Sushi,49.271731917528406,-123.06965325066676,Sushi Restaurant
255,Grandview-Woodland,49.2752773612245,-123.06762311865063,Britannia Arena,49.27581265172305,-123.07062970358378,Athletics & Sports
256,Grandview-Woodland,49.2752773612245,-123.06762311865063,Tandoori Palace,49.27165264180813,-123.06972111815101,Indian Restaurant
257,Grandview-Woodland,49.2752773612245,-123.06762311865063,Scandilicious,49.27247322343805,-123.06944661068711,Scandinavian Restaurant
258,Grandview-Woodland,49.2752773612245,-123.06762311865063,Pepino’s,49.279134,-123.070567,Italian Restaurant
259,Grandview-Woodland,49.2752773612245,-123.06762311865063,Uprising Breads Bakery,49.27672035310502,-123.07051824950355,Bakery
260,Grandview-Woodland,49.2752773612245,-123.06762311865063,Joes Cafe,49.27402726485113,-123.0695462229833,Café
261,Grandview-Woodland,49.2752773612245,-123.06762311865063,Eternal Abundance,49.275437411171964,-123.0696679622815,Vegetarian / Vegan Restaurant
262,Grandview-Woodland,49.2752773612245,-123.06762311865063,A. Bosa And Company Ltd. Import Euro,49.27934351874284,-123.06552670702415,Deli / Bodega
263,Grandview-Woodland,49.2752773612245,-123.06762311865063,La Mezcaleria,49.270105572339595,-123.06947215862756,Mexican Restaurant
264,Grandview-Woodland,49.2752773612245,-123.06762311865063,Renzo Coffee Bar,49.273,-123.069647,Coffee Shop
265,Grandview-Woodland,49.2752773612245,-123.06762311865063,Moja Coffee,49.274754697447456,-123.0694548714014,Coffee Shop
266,Grandview-Woodland,49.2752773612245,-123.06762311865063,Dilly Dally,49.27420471124412,-123.06959883628,Toy / Game Store
267,Grandview-Woodland,49.2752773612245,-123.06762311865063,Famoso Neapolitan Pizzeria,49.27221750226922,-123.06943412886213,Pizza Place
268,Grandview-Woodland,49.2752773612245,-123.06762311865063,Bomber Brewing,49.27759234233072,-123.07465468201404,Brewery
269,Grandview-Woodland,49.2752773612245,-123.06762311865063,Fujiya,49.27662291053619,-123.07716424684004,Sushi Restaurant
270,Grandview-Woodland,49.2752773612245,-123.06762311865063,Pallet Coffee Roasters,49.281489,-123.063803,Coffee Shop
271,Grandview-Woodland,49.2752773612245,-123.06762311865063,Spartacus Athletic Club,49.271190784827795,-123.06946014435356,Gym
272,Grandview-Woodland,49.2752773612245,-123.06762311865063,York Theatre,49.27865876853748,-123.07064161415917,Theater
273,Grandview-Woodland,49.2752773612245,-123.06762311865063,Turk's on The Drive,49.27332186530216,-123.06958515086195,Coffee Shop
274,Grandview-Woodland,49.2752773612245,-123.06762311865063,Marcello Pizzeria & Ristorante,49.2720715,-123.069595,Italian Restaurant
275,Grandview-Woodland,49.2752773612245,-123.06762311865063,Sopra Sotto Pizzeria,49.271168,-123.0694,Italian Restaurant
276,Grandview-Woodland,49.2752773612245,-123.06762311865063,Bump n Grind Specialty Coffee,49.276378,-123.069391,Coffee Shop
277,Grandview-Woodland,49.2752773612245,-123.06762311865063,La Grotta Del Formaggio,49.268814130285286,-123.06980817657877,Sandwich Place
278,Grandview-Woodland,49.2752773612245,-123.06762311865063,Strange Fellows Brewing,49.27249457183068,-123.07760112667114,Brewery
279,Grandview-Woodland,49.2752773612245,-123.06762311865063,Cafe Du Soleil,49.272335988701364,-123.06953622542304,Vegetarian / Vegan Restaurant
280,Grandview-Woodland,49.2752773612245,-123.06762311865063,Fratelli Bakery,49.26879236891853,-123.06981165350807,Bakery
281,Grandview-Woodland,49.2752773612245,-123.06762311865063,Gelateria Dolce Amore,49.27063908516336,-123.06959299426809,Ice Cream Shop
282,Grandview-Woodland,49.2752773612245,-123.06762311865063,Storm Brewing,49.28199405704968,-123.07012123833019,Brewery
283,Grandview-Woodland,49.2752773612245,-123.06762311865063,Tatsu Japanese Bistro,49.27162783278598,-123.06978117559495,Japanese Restaurant
284,Grandview-Woodland,49.2752773612245,-123.06762311865063,Off The Rail Brewing Co,49.27769024236,-123.07610228883304,Brewery
285,Grandview-Woodland,49.2752773612245,-123.06762311865063,Earnest Ice Cream,49.27954592442943,-123.07475720454029,Ice Cream Shop
286,Grandview-Woodland,49.2752773612245,-123.06762311865063,Mr. Red Cafe,49.281203908864605,-123.05905330186376,Vietnamese Restaurant
287,Grandview-Woodland,49.2752773612245,-123.06762311865063,Pizza Garden,49.27506835260719,-123.06943380543493,Pizza Place
288,Grandview-Woodland,49.2752773612245,-123.06762311865063,The Gourmet Warehouse,49.281267912679944,-123.07629259548635,Gourmet Shop
289,Grandview-Woodland,49.2752773612245,-123.06762311865063,Babylon Café,49.27045435394553,-123.06970847769031,Middle Eastern Restaurant
290,Grandview-Woodland,49.2752773612245,-123.06762311865063,Yolks,49.28111356339767,-123.07277320937798,Breakfast Spot
291,Grandview-Woodland,49.2752773612245,-123.06762311865063,Truck Stop Cafe,49.27515596901904,-123.07711108828357,Diner
292,Grandview-Woodland,49.2752773612245,-123.06762311865063,Parallel 49 Brewing Co.,49.283921871802804,-123.06436362199459,Brewery
293,Grandview-Woodland,49.2752773612245,-123.06762311865063,Mintage,49.2693192495257,-123.0696105709818,Clothing Store
294,Grandview-Woodland,49.2752773612245,-123.06762311865063,Deserts,49.276342227886694,-123.06963273744495,Indian Restaurant
295,Grandview-Woodland,49.2752773612245,-123.06762311865063,Callister Brewing Co.,49.28215064414274,-123.07621454147863,Brewery
296,Grandview-Woodland,49.2752773612245,-123.06762311865063,Rinconcito Salvadorean,49.26662368135757,-123.06956359201189,Latin American Restaurant
297,Grandview-Woodland,49.2752773612245,-123.06762311865063,Liberty Wine Merchants,49.270059867458215,-123.06942644924996,Wine Shop
298,Grandview-Woodland,49.2752773612245,-123.06762311865063,Kishimoto Japanese Kitchen & Sushi Bar,49.266744689917445,-123.06955929814673,Sushi Restaurant
299,Grandview-Woodland,49.2752773612245,-123.06762311865063,Memphis Blues Barbeque House,49.27241743665548,-123.06950128991534,BBQ Joint
300,Grandview-Woodland,49.2752773612245,-123.06762311865063,Platform 7 Coffee,49.28126916605341,-123.05744490308733,Coffee Shop
301,Grandview-Woodland,49.2752773612245,-123.06762311865063,Tacofino Commissary,49.28128122661404,-123.05750923942144,Mexican Restaurant
302,Grandview-Woodland,49.2752773612245,-123.06762311865063,Donald’s Market,49.28109112198938,-123.05722459869595,Grocery Store
303,Grandview-Woodland,49.2752773612245,-123.06762311865063,Volcano Sushi & Grill,49.281419351163265,-123.06378857023942,Sushi Restaurant
304,Grandview-Woodland,49.2752773612245,-123.06762311865063,Black Rook Bakehouse,49.28130177136232,-123.06062973849237,Café
305,Grandview-Woodland,49.2752773612245,-123.06762311865063,The Daily Catch,49.27180167474846,-123.06959697261361,Seafood Restaurant
306,Grandview-Woodland,49.2752773612245,-123.06762311865063,Livia Bakery,49.27223,-123.06966,Bakery
307,Grandview-Woodland,49.2752773612245,-123.06762311865063,Andina Brewing Company,49.28335545818251,-123.07362474923153,Brewery
308,Grandview-Woodland,49.2752773612245,-123.06762311865063,"J, N & Z Deli",49.26913502699541,-123.06967384038677,Deli / Bodega
309,Grandview-Woodland,49.2752773612245,-123.06762311865063,The Dime,49.27071297916521,-123.06965501878388,Pub
310,Grandview-Woodland,49.2752773612245,-123.06762311865063,The Red Wagon,49.28115504641519,-123.05799741496016,Breakfast Spot
311,Grandview-Woodland,49.2752773612245,-123.06762311865063,Five Elements Cafe,49.274963373064224,-123.06940372907751,Asian Restaurant
312,Grandview-Woodland,49.2752773612245,-123.06762311865063,Lombardo’s Pizzeria & Ristorante,49.26990444316953,-123.07000613792876,Italian Restaurant
313,Grandview-Woodland,49.2752773612245,-123.06762311865063,Jackalope's Neighbourhood Dive,49.28121241670515,-123.05887140001505,Southern / Soul Food Restaurant
314,Grandview-Woodland,49.2752773612245,-123.06762311865063,PRADO Cafe,49.26715860857867,-123.06959417701701,Coffee Shop
315,Grandview-Woodland,49.2752773612245,-123.06762311865063,Siddhartha's,49.266511528012146,-123.06952007945101,Indian Restaurant
316,Grandview-Woodland,49.2752773612245,-123.06762311865063,Continental Coffee,49.26859958273423,-123.06955627125198,Coffee Shop
317,Grandview-Woodland,49.2752773612245,-123.06762311865063,Victoria Park,49.271542629181646,-123.0667690590144,Park
318,Grandview-Woodland,49.2752773612245,-123.06762311865063,Café Calabria,49.26891492693717,-123.06981518318996,Café
319,Grandview-Woodland,49.2752773612245,-123.06762311865063,Fire Pizza,49.2674061417786,-123.0695845538723,Pizza Place
320,Grandview-Woodland,49.2752773612245,-123.06762311865063,Belgian Fries,49.267888891483004,-123.06980637439545,Diner
321,Grandview-Woodland,49.2752773612245,-123.06762311865063,At The Waldorf,49.28142025462826,-123.07467567106401,Nightclub
322,Grandview-Woodland,49.2752773612245,-123.06762311865063,Sake Maki,49.271967196300515,-123.06944148358583,Japanese Restaurant
323,Grandview-Woodland,49.2752773612245,-123.06762311865063,Koko,49.281215005814396,-123.06265361304847,Japanese Restaurant
324,Grandview-Woodland,49.2752773612245,-123.06762311865063,Vera's on the Drive,49.27162128068487,-123.06956068292195,Burger Joint
325,Grandview-Woodland,49.2752773612245,-123.06762311865063,Cannibal Cafe,49.268366906173,-123.06950386893814,Burger Joint
326,Grandview-Woodland,49.2752773612245,-123.06762311865063,The Drive Coffee Bar,49.269741,-123.069395,Café
327,Grandview-Woodland,49.2752773612245,-123.06762311865063,Santa Barbara Market,49.272623287906164,-123.06951182091724,Deli / Bodega
328,Grandview-Woodland,49.2752773612245,-123.06762311865063,Yama Cafe,49.2812548471295,-123.06339731449076,Café
329,Grandview-Woodland,49.2752773612245,-123.06762311865063,Carthage Cafe,49.26819575732887,-123.0697511345288,French Restaurant
330,Grandview-Woodland,49.2752773612245,-123.06762311865063,Value Village,49.280945132418225,-123.06723830235576,Thrift / Vintage Store
331,Grandview-Woodland,49.2752773612245,-123.06762311865063,Addis Cafe,49.266603881151035,-123.069675567362,Ethiopian Restaurant
332,Grandview-Woodland,49.2752773612245,-123.06762311865063,Audiopile,49.26691090873822,-123.06953366778997,Record Shop
333,Grandview-Woodland,49.2752773612245,-123.06762311865063,Aer café,49.281257,-123.058652,Coffee Shop
334,Grandview-Woodland,49.2752773612245,-123.06762311865063,Free Geek,49.282874812683104,-123.06762382028042,Electronics Store
335,Grandview-Woodland,49.2752773612245,-123.06762311865063,X-site East Van,49.28109262046532,-123.05855302216952,Latin American Restaurant
336,Grandview-Woodland,49.2752773612245,-123.06762311865063,Song Huong,49.27014608573444,-123.05678304475023,Vietnamese Restaurant
337,Grandview-Woodland,49.2752773612245,-123.06762311865063,Kojima Sushi,49.268089847079466,-123.06958568272721,Sushi Restaurant
338,Grandview-Woodland,49.2752773612245,-123.06762311865063,Saloniki Greek Taverna,49.268329468041486,-123.06982740856157,Greek Restaurant
339,Grandview-Woodland,49.2752773612245,-123.06762311865063,On Lok Restaurant & Won-Tun House 安樂麵家,49.28100127170363,-123.06339759511363,Chinese Restaurant
340,Grandview-Woodland,49.2752773612245,-123.06762311865063,WindJammer,49.27610359948012,-123.06962629944628,Fish & Chips Shop
341,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Pig on the Street,49.273590196408485,-123.04411643198922,Food Truck
342,Hastings-Sunrise,49.27645027165146,-123.04253521623583,The Fair at the PNE,49.28297109526185,-123.04210889782496,Fair
343,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Tamam Fine Palestinian Cuisine,49.281070177811365,-123.05143787191706,Middle Eastern Restaurant
344,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Wooden Roller Coaster,49.281743917117005,-123.03512832025775,Theme Park Ride / Attraction
345,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Curry Zone,49.28123747726763,-123.05016935156273,Indian Restaurant
346,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Le Petit Saigon,49.28118064648434,-123.04730908611226,Vietnamese Restaurant
347,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Bao Chau,49.281231525576516,-123.04897125831269,Vietnamese Restaurant
348,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Livestock Barns,49.2840365696587,-123.03927841558797,Farm
349,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Playland,49.28192405847808,-123.03625770710875,Theme Park
350,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Starbucks,49.281345,-123.047019,Coffee Shop
351,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Hastings Liquor Store,49.281183317829004,-123.04743067956916,Liquor Store
352,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Italia Bakery,49.28093985885701,-123.04588496648736,Bakery
353,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Empire Fields,49.28187022500604,-123.03413455610443,Soccer Field
354,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Osteria Napoli Ristoranté,49.26983808078451,-123.04412402200356,Italian Restaurant
355,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Petro-Canada,49.280855,-123.044712,Gas Station
356,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Subway,49.280808677860556,-123.04575515518712,Sandwich Place
357,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Plaza Beer Garden,49.283701047977225,-123.03878531649173,Beer Garden
358,Hastings-Sunrise,49.27645027165146,-123.04253521623583,PNE Amphitheatre,49.28377669158319,-123.03724165251819,Amphitheater
359,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Hastings Park,49.28102035597978,-123.04278504197309,Park
360,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Pho Don,49.28094714125956,-123.04554292173832,Vietnamese Restaurant
361,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Laksa King Restaurant,49.281157910544316,-123.05334634193017,Malay Restaurant
362,Hastings-Sunrise,49.27645027165146,-123.04253521623583,London Drugs,49.281392105824835,-123.05248937809776,Pharmacy
363,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Fortune City Seafood Resturant 百福海鮮酒家,49.26875364052009,-123.044518983315,Seafood Restaurant
364,Hastings-Sunrise,49.27645027165146,-123.04253521623583,James on Hastings,49.281334434361135,-123.04988477926298,Chinese Restaurant
365,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Hastings Community Centre,49.280778276374626,-123.03917563789909,Event Space
366,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Blowfish Sushi,49.28101132721081,-123.04569566680472,Sushi Restaurant
367,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Sunrise Park,49.26810032718235,-123.04411591984412,Park
368,Hastings-Sunrise,49.27645027165146,-123.04253521623583,T&T Supermarket,49.26909769091307,-123.04604927414826,Supermarket
369,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Laughing Bean Coffee,49.28135734097561,-123.04954218818958,Coffee Shop
370,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Thai Son Restaurant,49.26888441712089,-123.0447216237751,Vietnamese Restaurant
371,Hastings-Sunrise,49.27645027165146,-123.04253521623583,PNE Forum,49.282173855890846,-123.04302090881536,Event Space
372,Hastings-Sunrise,49.27645027165146,-123.04253521623583,The Slocan,49.28124609664789,-123.04909279329569,Burger Joint
373,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Rupert Park,49.272124725417555,-123.03391912297903,Park
374,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Italian Sporting Goods,49.277214,-123.044127,Gun Shop
375,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Shoppers Drug Mart,49.280943,-123.048307,Pharmacy
376,Hastings-Sunrise,49.27645027165146,-123.04253521623583,PNE Agrodome,49.28445381835868,-123.04122850488375,Stadium
377,Hastings-Sunrise,49.27645027165146,-123.04253521623583,The Atrium Inn,49.28127330333486,-123.0453948932398,Inn
378,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Hopscotch,49.28133838790146,-123.04405217022769,Beer Garden
379,Hastings-Sunrise,49.27645027165146,-123.04253521623583,McDonald's,49.279301990340855,-123.05322719673157,Fast Food Restaurant
380,Hastings-Sunrise,49.27645027165146,-123.04253521623583,High Point Beer Wine Spirits,49.28107633190558,-123.04773330688477,Beer Store
381,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Fright Nights,49.28164608684423,-123.03597963490199,Theme Park
382,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Central Park Beer Garden,49.28331695953434,-123.04200575022244,Beer Garden
383,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Those Little Donuts,49.28355617702411,-123.0416018991627,Donut Shop
384,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Gourmet House Bakery,49.269369819239834,-123.04429196932973,Bakery
385,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Honeybee Express,49.2826431985237,-123.03676607452519,Theme Park Ride / Attraction
386,Hastings-Sunrise,49.27645027165146,-123.04253521623583,1st Avenue Bakery,49.26927891306428,-123.04417393083001,Bakery
387,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Cho's Market,49.26923794065817,-123.0443052712678,Farmers Market
388,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Sugar Shack Cafe,49.269119,-123.044276,Breakfast Spot
389,Hastings-Sunrise,49.27645027165146,-123.04253521623583,88 Plus More,49.269005305214414,-123.044948349068,Thrift / Vintage Store
390,Hastings-Sunrise,49.27645027165146,-123.04253521623583,McDonald's,49.28085696116781,-123.03054134341511,Fast Food Restaurant
391,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Hopewell Chinese Kitchen,49.26888954505892,-123.04543857545598,Chinese Restaurant
392,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Haunted Mansion,49.282973751912245,-123.03585446108315,Theme Park Ride / Attraction
393,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Fuku Ramen,49.268707,-123.045724,Noodle House
394,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Asylum,49.283372,-123.036204,Theme Park Ride / Attraction
395,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Kook Korean BBQ,49.2687,-123.0459,Korean Restaurant
396,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Clinton Park,49.27051177619028,-123.05134160351352,Park
397,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Empire Field,49.282886016126675,-123.03433753445756,Athletics & Sports
398,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Rupert Park Pitch & Putt,49.272938570960285,-123.03068723212225,Golf Course
399,Hastings-Sunrise,49.27645027165146,-123.04253521623583,Bus Stop 51698 (27),49.27758212928272,-123.02902098997968,Bus Stop
400,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Famous Foods,49.24835555505501,-123.07147057968633,Grocery Store
401,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Anytime Fitness,49.24964,-123.07545,Gym / Fitness Center
402,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,House of Dosas,49.25039302686497,-123.07634582073676,Indian Restaurant
403,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Pallet Coffee Roasters,49.25003614149222,-123.07626152016613,Café
404,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Commercial Street Cafe,49.25253867342018,-123.06817821809433,Café
405,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Sun Bo Kong,49.25069813748091,-123.07704565306321,Vegetarian / Vegan Restaurant
406,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Po Kong,49.25068365802389,-123.07724243912126,Vegetarian / Vegan Restaurant
407,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Hai Phong,49.25124302922991,-123.0789607420614,Vietnamese Restaurant
408,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,My Chau,49.247153088916335,-123.06942339124046,Vietnamese Restaurant
409,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Pink Peppercorn Seafood House,49.24917489195328,-123.07382677005087,Seafood Restaurant
410,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Tung Hing Bakery,49.252157841634116,-123.08023745009504,Vietnamese Restaurant
411,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Pho Thai Hang,49.24533547804845,-123.06559732618828,Vietnamese Restaurant
412,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,White Spot,49.249170622926584,-123.07422848014438,Burger Joint
413,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Green Lettuce Restaurant,49.2456483210015,-123.06586667300154,Chinese Restaurant
414,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Trout Lake Community Centre,49.255402734851366,-123.06504825730254,Gym
415,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Green Lemongrass,49.25303953559976,-123.08229282267497,Vietnamese Restaurant
416,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Pho Thái Hòa,49.24808203906538,-123.07134964550181,Vietnamese Restaurant
417,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,The Tipper,49.244545547056724,-123.064390786726,American Restaurant
418,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Dosa Factory,49.25084258957827,-123.0771861109332,South Indian Restaurant
419,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,TD Canada Trust,49.2494294,-123.0748947,Bank
420,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,De Dutch Pannekoek House,49.24890291972142,-123.07638438613344,Breakfast Spot
421,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Eastside Vapes,49.251906134300086,-123.07924185513144,Smoke Shop
422,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Clark Park,49.257019021405206,-123.07335737085948,Park
423,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Golden Eats Seafood Restaurant,49.244225047852645,-123.06287801551888,Cantonese Restaurant
424,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Cedar Cottage Pub,49.251339326764416,-123.07769458578245,American Restaurant
425,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,TD Canada Trust,49.24583281746064,-123.06568533182144,Bank
426,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Subway,49.246800408534014,-123.06830979039955,Sandwich Place
427,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Mui Ngo Gai,49.244740946939125,-123.06439427601737,Vietnamese Restaurant
428,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Save-On-Foods,49.248746,-123.0758142,Supermarket
429,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,88 Supermarket,49.24125762662566,-123.06561974847554,Grocery Store
430,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Vegan Pizza House,49.2443522,-123.063216,Pizza Place
431,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Trout Lake Fitness Centre,49.255600973099845,-123.06531732382706,Gym / Fitness Center
432,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Croatian Cultural Centre,49.25563648949854,-123.06860985080785,Concert Hall
433,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Dai Tung 大同,49.25341456648239,-123.08287644146401,Chinese Restaurant
434,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Days Inn Vancouver Metro,49.24496021370239,-123.06368900102194,Inn
435,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Hoy's Won Ton House,49.25167215645319,-123.07963282601585,Chinese Restaurant
436,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Happy Family Restaurant,49.24370473836437,-123.06218071271688,Chinese Restaurant
437,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Truong Thanh,49.244404703256336,-123.0639863821415,Vietnamese Restaurant
438,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,7-Eleven,49.2404972752569,-123.07603999972343,Convenience Store
439,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Midland Liquidators,49.251471,-123.079011,Construction & Landscaping
440,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Bus Stop 51565 (25),49.248568377194644,-123.0803914538677,Bus Stop
441,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Ken's Chinese Restaurant,49.2533771652678,-123.08230173499922,Chinese Restaurant
442,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,St. Joseph Roman Catholic Church,49.25416560568676,-123.07053810574892,Church
443,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Bus Stop 51341 (22),49.243957475977986,-123.07620227336884,Bus Stop
444,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Days Inn,49.244816895831676,-123.06395337847957,Hotel
445,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,McDonald's,49.24516274440951,-123.06417141435736,Fast Food Restaurant
446,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Kingsway Deli,49.252022,-123.080549,Deli / Bodega
447,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Spartacus Books,49.254432971976065,-123.06781747407175,Bookstore
448,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Glen Park,49.24968982741073,-123.08224591918903,Park
449,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,My Tho Supermarket,49.25268571939424,-123.08141781970849,Market
450,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Make It! The Handmade Revolution,49.25566018855373,-123.06875804149306,Arts & Crafts Store
